ID,Unstandardized_Variables,Anthropomorphism,TheoryofIntelligence,Interaction_ConxTOI,PerceivedCostofHelpSeeking,Total_NumberofCorrectAnswer,Gender,Age,Income,Education,Ethnicity,White,Hispanic,Black,NativeAmerican,Asian,Other,StandardizedVariables,ZAnthro,ZTOI,STD_Interaction_ConxTOI,ZCost,ZTotal_CAnswer,ZGender,ZAge,ZIncome,ZEducation,ZWhite,ZHispanic,ZBlack,ZNativeAmerican,ZAsian,ZOther,XXXXXRawDataXXXXX,CorrectQ1,CorrectQ2,CorrectQ3,CorrectQ4,CorrectQ5,CorrectQ6,CorrectQ7,CorrectQ8,CorrectQ9,CorrectQ10,CorrectQ11,CorrectQ12,CorrectQ13,CorrectQ14,CorrectQ15,CorrectQ16
67, ,0,2.375,0,1,13,0,55,6,2,2,0,1,0,0,0,0, ,-.992003527129922,-.68542258838575,.679941625253185,-1.49482370231242,.589678167418974,-1.01345287212464,1.39128835555953,2.73688129755198,-.965272957564054,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
68, ,1,2.375,2.375,3.833333333,15,1,40,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-.68542258838575,-.687252825524726,.967375545942251,1.26618011408982,.981449097215435,.0750779551060801,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
69, ,0,1,0,2.5,10,1,25,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-1.74232983299556,1.72839733975529,-.191306453083063,-.4250747525873,.981449097215435,-1.24113244534737,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0
70, ,0,3.25,0,5.333333333,7,1,31,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.012845250906779,.0127425342063936,2.27089279517161,-1.43982767259357,.981449097215435,-.71464828516599,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
71, ,1,3,3,4.166666667,12,1,27,2,2,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,1.25704604635034,.251427194083549,.981449097215435,-1.06563772528691,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
72, ,1,1.75,1.75,5.5,11,1,43,2,3,1,1,0,0,0,0,0, ,1.00267023172272,-1.1658349722993,-1.16894802182579,2.41572804537565,-.0868237792518759,.981449097215435,.33832003519677,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
73, ,1,5.5,5.5,6.5,10,0,45,4,3,1,1,0,0,0,0,0, ,1.00267023172272,1.716639331182,1.72122315598059,3.28473954486189,-.4250747525873,-1.01345287212464,.51381475525723,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
74, ,1,3,3,2.666666667,12,0,51,5,3,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,-.0464712028790193,.251427194083549,-1.01345287212464,1.04029891543861,1.96956974936275,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
75, ,0,6,0,2.666666667,9,1,24,2,3,1,1,0,0,0,0,0, ,-.992003527129922,2.10096923831285,-2.08416889479781,-.0464712028790193,-.763325725922725,.981449097215435,-1.3288798053776,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
76, ,0,2,0,2.333333333,12,1,52,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-.336141703287106,.251427194083549,.981449097215435,1.12804627546884,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1
77, ,0,1.875,0,1.666666667,11,0,37,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-1.06975249551659,1.06119824870849,-.915482702365257,-.0868237792518759,-1.01345287212464,-.18816412498461,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
78, ,0,3.25,0,4,9,1,35,1,3,5,0,0,0,0,1,0, ,-.992003527129922,-.012845250906779,.0127425342063936,1.11221079614629,-.763325725922725,.981449097215435,-.36365884504507,-1.0996764433942,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
79, ,1,5,5,4.333333333,5,0,42,3,2,1,1,0,0,0,0,0, ,1.00267023172272,1.33230942405116,1.33586699893974,1.40188129568537,-2.11632961926442,-1.01345287212464,.25057267516654,.434946652984274,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
80, ,1,2,2,1,13,1,24,2,3,5,0,0,0,0,1,0, ,1.00267023172272,-.973670018733881,-.976269943305364,-1.49482370231242,.589678167418974,.981449097215435,-1.3288798053776,-.332364895204962,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
81, ,0,3.375,0,3,13,0,40,1,3,1,1,0,0,0,0,0, ,-.992003527129922,.0832372258759312,-.0825716216574337,.243199296660056,.589678167418974,-1.01345287212464,.0750779551060801,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
82, ,1,2.5,2.5,2.5,10,0,23,2,2,3,0,0,1,0,0,0, ,1.00267023172272,-.58934011160304,-.590913786264513,-.191306453083063,-.4250747525873,-1.01345287212464,-1.41662716540783,-.332364895204962,-.965272957564054,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1
83, ,0,2,0,1,12,0,32,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-1.49482370231242,.251427194083549,-1.01345287212464,-.62690092513576,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
84, ,0,4.5,0,3.333333333,14,1,39,2,3,1,1,0,0,0,0,0, ,-.992003527129922,.947979516920323,-.94039902443188,.532869796199132,.927929140754398,.981449097215435,-.0126694049241499,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
85, ,1,2.375,2.375,4.333333333,13,1,39,2,2,1,1,0,0,0,0,0, ,1.00267023172272,-.68542258838575,-.687252825524726,1.40188129568537,.589678167418974,.981449097215435,-.0126694049241499,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
86, ,1,2.25,2.25,3,12,1,37,4,4,1,1,0,0,0,0,0, ,1.00267023172272,-.781505065168461,-.783591864784939,.243199296660056,.251427194083549,.981449097215435,-.18816412498461,1.20225820117351,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
87, ,1,4.125,4.125,2,8,1,37,5,5,1,1,0,0,0,0,0, ,1.00267023172272,.659732086572192,.661493724118253,-.625812202826182,-1.10157669925815,.981449097215435,-.18816412498461,1.96956974936275,3.40180872947977,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
88, ,0,4.75,0,2.666666667,14,1,35,3,3,1,1,0,0,0,0,0, ,-.992003527129922,1.14014447048574,-1.13102733615953,-.0464712028790193,.927929140754398,.981449097215435,-.36365884504507,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
89, ,0,3.125,0,2.333333333,9,1,38,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.108927727689489,.108056690070221,-.336141703287106,-.763325725922725,.981449097215435,-.10041676495438,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1
90, ,1,5.125,5.125,2,13,0,63,2,3,1,1,0,0,0,0,0, ,1.00267023172272,1.42839190083387,1.43220603819995,-.625812202826182,.589678167418974,-1.01345287212464,2.09326723580137,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
91, ,0,4,0,2.5,11,0,55,2,3,1,1,0,0,0,0,0, ,-.992003527129922,.563649609789482,-.55914240097657,-.191306453083063,-.0868237792518759,-1.01345287212464,1.39128835555953,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
92, ,1,3.125,3.125,3.666666667,10,0,36,2,2,1,1,0,0,0,0,0, ,1.00267023172272,-.108927727689489,-.109218589963449,.822540296607219,-.4250747525873,-1.01345287212464,-.27591148501484,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1
93, ,1,4.625,4.625,5.166666667,14,0,28,4,3,1,1,0,0,0,0,0, ,1.00267023172272,1.04406199370303,1.0468498811591,2.12605754583658,.927929140754398,-1.01345287212464,-.97789036525668,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
94, ,0,4.125,0,3.166666667,16,0,34,3,3,1,1,0,0,0,0,0, ,-.992003527129922,.659732086572192,-.654456556840398,.3880345468641,1.60443108742525,-1.01345287212464,-.4514062050753,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95, ,1,4.625,4.625,2.666666667,9,1,31,6,4,1,1,0,0,0,0,0, ,1.00267023172272,1.04406199370303,1.0468498811591,-.0464712028790193,-.763325725922725,.981449097215435,-.71464828516599,2.73688129755198,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0
96, ,0,4.375,0,1.833333333,11,0,56,2,3,1,1,0,0,0,0,0, ,-.992003527129922,.851897040137613,-.845084868568052,-.770647453030225,-.0868237792518759,-1.01345287212464,1.47903571558976,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
97, ,1,4.25,4.25,3.666666667,10,1,36,4,4,1,1,0,0,0,0,0, ,1.00267023172272,.755814563354903,.757832763378466,.822540296607219,-.4250747525873,.981449097215435,-.27591148501484,1.20225820117351,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
98, ,0,2.75,0,4.5,10,1,24,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.39717515803762,.393999157661703,1.54671654588941,-.4250747525873,.981449097215435,-1.3288798053776,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
99, ,0,4,0,3.833333333,7,1,31,4,3,5,0,0,0,0,1,0, ,-.992003527129922,.563649609789482,-.55914240097657,.967375545942251,-1.43982767259357,.981449097215435,-.71464828516599,1.20225820117351,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
100, ,1,1.875,1.875,2.166666667,5,1,31,2,2,1,1,0,0,0,0,0, ,1.00267023172272,-1.06975249551659,-1.07260898256558,-.480976952622138,-2.11632961926442,.981449097215435,-.71464828516599,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
101, ,1,2.125,2.125,2.333333333,13,1,28,3,4,3,0,0,1,0,0,0, ,1.00267023172272,-.877587541951171,-.879930904045151,-.336141703287106,.589678167418974,.981449097215435,-.97789036525668,.434946652984274,1.94611483379849,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
102, ,0,4,0,1,15,1,27,3,3,2,0,1,0,0,0,0, ,-.992003527129922,.563649609789482,-.55914240097657,-1.49482370231242,1.26618011408982,.981449097215435,-1.06563772528691,.434946652984274,.49042093811722,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
103, ,1,3,3,2.833333333,12,0,53,2,2,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,.0983640464560129,.251427194083549,-1.01345287212464,1.21579363549907,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
104, ,0,2.625,0,2.833333333,12,0,45,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.49325763482033,.48931331352553,.0983640464560129,.251427194083549,-1.01345287212464,.51381475525723,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
105, ,1,3,3,1.666666667,9,1,52,1,3,2,0,1,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,-.915482702365257,-.763325725922725,.981449097215435,1.12804627546884,-1.0996764433942,.49042093811722,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
106, ,0,4.875,0,1.666666667,13,1,34,1,3,1,1,0,0,0,0,0, ,-.992003527129922,1.23622694726845,-1.22634149202336,-.915482702365257,.589678167418974,.981449097215435,-.4514062050753,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
107, ,0,5.5,0,2,11,0,31,3,3,5,0,0,0,0,1,0, ,-.992003527129922,1.716639331182,-1.7029122713425,-.625812202826182,-.0868237792518759,-1.01345287212464,-.71464828516599,.434946652984274,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
108, ,1,5.375,5.375,2.5,12,0,42,4,3,5,0,0,0,0,1,0, ,1.00267023172272,1.62055685439929,1.62488411672038,-.191306453083063,.251427194083549,-1.01345287212464,.25057267516654,1.20225820117351,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1
109, ,1,3,3,5.166666667,9,1,32,2,3,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,2.12605754583658,-.763325725922725,.981449097215435,-.62690092513576,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1
110, ,0,5,0,3.166666667,12,1,55,4,3,1,1,0,0,0,0,0, ,-.992003527129922,1.33230942405116,-1.32165564788719,.3880345468641,.251427194083549,.981449097215435,1.39128835555953,1.20225820117351,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
111, ,1,3,3,2.833333333,13,0,44,1,3,2,0,1,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,.0983640464560129,.589678167418974,-1.01345287212464,.426067395227,-1.0996764433942,.49042093811722,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
112, ,1,2.375,2.375,1,15,1,30,4,4,3,0,0,1,0,0,0, ,1.00267023172272,-.68542258838575,-.687252825524726,-1.49482370231242,1.26618011408982,.981449097215435,-.80239564519622,1.20225820117351,1.94611483379849,-2.07837275479366,-.249330654756028,4.1958726855784,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114, ,0,2.375,0,2.333333333,13,0,30,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.68542258838575,.679941625253185,-.336141703287106,.589678167418974,-1.01345287212464,-.80239564519622,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
115, ,0,3.125,0,2,14,0,25,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.108927727689489,.108056690070221,-.625812202826182,.927929140754398,-1.01345287212464,-1.24113244534737,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
116, ,1,2,2,3.5,15,0,27,5,3,5,0,0,0,0,1,0, ,1.00267023172272,-.973670018733881,-.976269943305364,.677705046403175,1.26618011408982,-1.01345287212464,-1.06563772528691,1.96956974936275,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
117, ,1,2.875,2.875,2,14,1,44,3,2,4,0,0,0,1,0,0, ,1.00267023172272,-.30109268125491,-.301896668483875,-.625812202826182,.927929140754398,.981449097215435,.426067395227,.434946652984274,-.965272957564054,-2.07837275479366,-.249330654756028,-.23705495398748,13.6016670887646,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
118, ,0,2,0,4,13,0,34,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,1.11221079614629,.589678167418974,-1.01345287212464,-.4514062050753,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
119, ,1,5,5,2.333333333,11,0,35,1,3,1,1,0,0,0,0,0, ,1.00267023172272,1.33230942405116,1.33586699893974,-.336141703287106,-.0868237792518759,-1.01345287212464,-.36365884504507,-1.0996764433942,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
120, ,1,5.125,5.125,3.5,9,1,23,2,3,1,1,0,0,0,0,0, ,1.00267023172272,1.42839190083387,1.43220603819995,.677705046403175,-.763325725922725,.981449097215435,-1.41662716540783,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1
121, ,0,2.875,0,3.333333333,10,1,24,3,4,1,1,0,0,0,0,0, ,-.992003527129922,-.30109268125491,.298685001797876,.532869796199132,-.4250747525873,.981449097215435,-1.3288798053776,.434946652984274,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
122, ,1,2,2,2.666666667,13,1,40,3,3,1,1,0,0,0,0,0, ,1.00267023172272,-.973670018733881,-.976269943305364,-.0464712028790193,.589678167418974,.981449097215435,.0750779551060801,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
123, ,0,4.875,0,3.5,15,1,28,3,3,1,1,0,0,0,0,0, ,-.992003527129922,1.23622694726845,-1.22634149202336,.677705046403175,1.26618011408982,.981449097215435,-.97789036525668,.434946652984274,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
124, ,0,2.5,0,1.166666667,13,0,44,2,3,1,1,0,0,0,0,0, ,-.992003527129922,-.58934011160304,.584627469389358,-1.34998845210838,.589678167418974,-1.01345287212464,.426067395227,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
125, ,1,3,3,2.666666667,8,1,47,6,3,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,-.0464712028790193,-1.10157669925815,.981449097215435,.68930947531769,2.73688129755198,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0
126, ,1,4,4,3.333333333,6,1,39,2,3,5,0,0,0,0,1,0, ,1.00267023172272,.563649609789482,.56515468485804,.532869796199132,-1.778078645929,.981449097215435,-.0126694049241499,-.332364895204962,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
127, ,0,2,0,4.166666667,12,0,43,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,1.25704604635034,.251427194083549,-1.01345287212464,.33832003519677,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
128, ,1,3,3,3,11,0,54,4,2,1,1,0,0,0,0,0, ,1.00267023172272,-.205010204472199,-.205557629223662,.243199296660056,-.0868237792518759,-1.01345287212464,1.3035409955293,1.20225820117351,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0
129, ,1,2,2,3.333333333,12,1,37,2,2,2,0,1,0,0,0,0, ,1.00267023172272,-.973670018733881,-.976269943305364,.532869796199132,.251427194083549,.981449097215435,-.18816412498461,-.332364895204962,-.965272957564054,-2.07837275479366,3.98929047609644,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
130, ,0,3,0,2,13,0,65,5,4,1,1,0,0,0,0,0, ,-.992003527129922,-.205010204472199,.203370845934048,-.625812202826182,.589678167418974,-1.01345287212464,2.26876195586183,1.96956974936275,1.94611483379849,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
131, ,0,2,0,2.333333333,13,0,48,2,2,1,1,0,0,0,0,0, ,-.992003527129922,-.973670018733881,.965884092844667,-.336141703287106,.589678167418974,-1.01345287212464,.77705683534792,-.332364895204962,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
132, ,1,4.75,4.75,2.833333333,11,1,21,1,2,1,1,0,0,0,0,0, ,1.00267023172272,1.14014447048574,1.14318892041932,.0983640464560129,-.0868237792518759,.981449097215435,-1.59212188546829,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
133, ,0,3.75,0,3.333333333,13,0,26,5,3,5,0,0,0,0,1,0, ,-.992003527129922,.371484656224062,-.368514089248916,.532869796199132,.589678167418974,-1.01345287212464,-1.15338508531714,1.96956974936275,.49042093811722,-2.07837275479366,-.249330654756028,-.23705495398748,-.0731272424127131,3.80858866164133,-.0731272424127131, ,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
134, ,1,1,1,1,12,0,33,1,2,1,1,0,0,0,0,0, ,1.00267023172272,-1.74232983299556,-1.74698225738707,-1.49482370231242,.251427194083549,-1.01345287212464,-.53915356510553,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1
135, ,1,4.125,4.125,2.333333333,14,0,29,2,3,1,1,0,0,0,0,0, ,1.00267023172272,.659732086572192,.661493724118253,-.336141703287106,.927929140754398,-1.01345287212464,-.89014300522645,-.332364895204962,.49042093811722,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
136, ,0,3,0,2.333333333,9,0,58,1,2,1,1,0,0,0,0,0, ,-.992003527129922,-.205010204472199,.203370845934048,-.336141703287106,-.763325725922725,-1.01345287212464,1.65453043565022,-1.0996764433942,-.965272957564054,.478572673801172,-.249330654756028,-.23705495398748,-.0731272424127131,-.261160365369691,-.0731272424127131, ,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
