ID,,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essAQ,essMoral,essPrac,poli_soc,poli_econ,rate1,rate2,rate3,rate4,rate5,rate6,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,duplicatedIP
R_3G7gpNFoyyUQh4c,,1,Practical Message,2,2,2,4,2,2,3,1,2,2,2,"I think people overestimate the issues that can happen from legal marijuana use. The argument that the workplace will be slowed down I think is false. I have friends who go to work after using marijuana and they are able to do their jobs in a timely manner. I think the problem may be at higher levels, people with high stakes jobs and cannot mess up, for example a surgeon, probably should not smoke before work.","I think the argument with marijuana could be settled if we had a way to regulate it better. We have no way to test someone on the spot, like we do with alcohol, for marijuana use. We also don't have a legal limit of how much you can have in your system and drive. I think that is one of the things that makes some people wary of legalization.",NA,NA,NA,NA,3,4,5,2,2,1,3,NA,NA,NA,NA,21,Female,NA,1,NA,FALSE
R_2zMd7NzuqfgHf3G,,1,Practical Message,2,1,3,4,1,2,4,2,3,2,3,I am very skeptical,this person is biased,I want to check some of these so called facts,this does not sound fully logical,NA,NA,2,6,6,3,3,3,3,1,3,NA,NA,62,Male,NA,1,NA,FALSE
R_2af7JXaKg4ZoRCH,,1,Practical Message,3,3,3,2,3,2,4,3,2,2,2,some of these might be good thoughts,interstate crime would decrease if it was federally legal,he's swimming against the tide.,NA,NA,NA,3,2,6,1,1,3,1,3,NA,NA,NA,37,Male,NA,1,NA,FALSE
R_3JDybRKiCFpkVBt,,-1,Moral Message,2,2,2,3,3,2,3,2,0,0,0,I agree with the paragraph about it being harmful when people are driving while high.,"I agree with the article when it said children could be in danger from it because of either smoking it themselves, or having parents that are high.",NA,NA,NA,NA,5,5,5,4,4,2,2,NA,NA,NA,NA,30,Female,NA,1,NA,FALSE
R_3oM8yfrHAthY7DS,,-1,Moral Message,2,4,2,5,5,1,5,4,2,3,2,Big marijuana could definietely become a thing. I can see how the government would end up taking advantage of it.,"I can also see how accidents may go up, but then maybe it will stay the same with people switching from alcohol.","I understand how this could become an issue, but marijuana is not alcohol or heroin.",NA,NA,NA,4,5,5,1,2,3,2,1,NA,NA,NA,44,Male,NA,1,NA,FALSE
R_24A78RhEeorJrrm,,-1,Moral Message,4,4,4,5,5,3,3,4,4,4,4,I think this essay lies or distorts the facts.,People being locked up for smoking marijuana is way more harmful than the health effects.,"Is this person talking about smoking marijuana, or just smoking tobacco with these facts?","Marijuana becoming the next ""big tobacco"" should be fought by regulating business, not prohibition.",NA,NA,1,6,4,1,1,4,1,4,1,NA,NA,31,Female,NA,1,NA,FALSE
R_27PwbaTdQMy29em,,-1,Moral Message,3,3,3,3,3,2,4,4,3,3,3,Impared driving happens with alcohol but drinking is still legal,"Make the legal age to buy 24 , make I'd required to buy just like cigarettes.",Cigarettes and alcohol are addictive to kids but their still around,NA,NA,NA,6,6,5,2,2,1,1,1,NA,NA,NA,46,Female,NA,1,NA,FALSE
R_Zyh0UvTqK2txTah,,-1,Moral Message,4,4,4,5,5,1,5,3,4,4,4,Stigma,FALSE,propaganda,uneducated,pathetic,controlling,1,2,2,1,2,4,2,2,2,2,2,59,Male,NA,1,NA,FALSE
R_2QEZdp4F6IBBBD5,,-1,Moral Message,3,3,3,4,4,3,4,3,-2,-2,-2,favorable marijuana will Increased sense of well-being and relaxation,favorable  Relief from anxiety,opposed Impairments in cognitive functioning and learning,opposed bad to expose to young kids,opposed makes driving more dangerous,NA,5,6,6,4,3,1,1,2,2,2,NA,30,Male,NA,1,NA,FALSE
R_eM6XcLqPuu3dQmR,,-1,Moral Message,3,4,4,2,4,1,5,3,3,3,2,I thought that the idea that legalization would harm minorities was offensive to some extent.,I don't believe legalization is a moral issue but more of a medical one,I think cigarettes and alcohol are worse and those are legal with restrictions.,NA,NA,NA,3,7,2,1,2,3,1,1,NA,NA,NA,51,Female,NA,1,NA,FALSE
R_0MTqyMs1GrwxdDz,,1,Practical Message,-1,-1,-1,4,3,2,3,3,-1,-1,-1,I didn't realize the negative economic effects until I read the article.,I think they made their argument stronger by using Canada as an example in the workplace.,NA,NA,NA,NA,5,2,5,4,4,2,2,NA,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_2BlWL7vehiwAtzm,,-1,Moral Message,-2,-2,-2,3,3,4,2,4,-3,-3,-3,"Some of the arguments, I would have never thought of!",Really puts things into perspective,People that want to use it will use it regardless.  Why add all the negative things by legalizing it.`,NA,NA,NA,5,4,6,4,4,2,2,2,NA,NA,NA,33,Female,NA,1,NA,FALSE
R_2QGlMLnsQqehx9y,,1,Practical Message,4,4,4,4,4,2,5,3,3,2,3,the person is ill informed,the person is biased and stupid,i dont use weed much but its still very positive thing,NA,NA,NA,1,3,3,2,1,1,1,1,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_6Q0vgQwB3mDiVO1,,1,Practical Message,4,4,4,5,4,1,5,2,4,4,3,It was very reactionary and reductionist,It didn't focus at all on the medical benefits of marijuana,"I guess he/she just wants low-level drug offenders incarcerated, so they cost society even more money",I was just really angry reading it.,NA,NA,2,1,4,1,2,3,1,1,1,NA,NA,39,Male,NA,1,NA,FALSE
R_3jYB8gtkYQ9f1Wz,,-1,Moral Message,4,4,4,5,5,2,4,2,4,4,4,The people at risk are still going to use it if it is legal or illegal,the benefits still outweigh the risks,NA,NA,NA,NA,3,6,3,2,2,1,1,NA,NA,NA,NA,37,Female,NA,1,NA,FALSE
R_eg7AdXJOkA8I5rz,,-1,Moral Message,3,4,4,2,5,1,4,2,3,4,4,I feel these are inaccurate studies/results.,Why would marijuana lead to attempted suicide in teens?,Legalization needs to happen in a regulated and responsible way.,"It should not be used around infants, children - same as tobacco.",NA,NA,4,6,4,2,3,1,1,1,3,NA,NA,46,Female,NA,1,NA,FALSE
R_3JrY7aYYya6HRTA,,-1,Moral Message,1,1,2,4,5,2,4,2,2,1,2,Why is this bad for minorities ?,The same problems  can be said to be caused by alcohol consumption.,Why is it the governments job to say what is good or bad for an adult?,NA,NA,NA,3,6,4,2,4,3,1,1,NA,NA,NA,50,Male,NA,1,NA,FALSE
R_22lv5l2pCXoCTZg,,1,Practical Message,3,2,3,3,4,1,3,2,3,2,3,"I disagree with the thought that American's productivity will plummet the way the author states, and the author shows nothing to back up this claim",I disagree with the idea that we spend 10x the amount on social services over what we bring in with increased tax revenue.,"The arguments shown here are nothing more than opinions, with no correlating facts.","We have 9 states plus D.C. which have legalized marijuana, we should be able to come up with scientific studies to ascertain it's effects on society.",NA,NA,2,2,5,2,2,3,3,4,3,NA,NA,51,Male,NA,1,NA,FALSE
R_293P9lOPSaQkWgU,,1,Practical Message,4,4,4,5,5,3,5,5,4,4,4,Fake News,Paranoid Propaganda,Unconstitutional,Prohibition went real well.... NOT,War on drugs is the real waste of money,People who don't use aren't going to start because it's legal,1,1,4,2,2,3,3,1,1,1,1,36,Male,NA,1,NA,FALSE
R_1rxjJV6leZlkMdn,,-1,Moral Message,3,3,3,4,4,4,3,2,3,3,3,All of the concerns mentioned in the article will still happen even if marijuana isn't legalized. It will just be a crime to do so.,Minorities will be positively impacted because there won't be so many people in jails for drug crimes.,Alcohol is legal and driving under the influence of alcohol is much worse than pot.,NA,NA,NA,1,6,4,1,1,1,1,1,NA,NA,NA,31,Female,NA,1,NA,FALSE
R_xsE1f1l2LQTamzL,,1,Practical Message,3,3,2,5,4,4,4,5,3,3,4,The legalization is good,It will bring good money for social programs,NA,NA,NA,NA,6,7,6,2,2,1,1,NA,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_tGs37u5pQVBjD2N,,-1,Moral Message,1,1,1,4,3,5,4,4,2,3,3,I think marijuana should be legalized because people should have freedom to have their eatery.,It should be done as soon as possible,NA,NA,NA,NA,7,6,5,1,1,3,2,NA,NA,NA,NA,22,Male,NA,1,NA,FALSE
R_1LnW6n50FQ1Zhn5,,-1,Moral Message,4,4,4,5,2,1,5,1,4,4,4,If someone chose to use marijuana and then drive that is on that person that did that it has nothing to do with legalization that is them choosing to break the law.,If a child got ahold of marijuana and used it that is on them and the person that is responsible for them and a violation of the law and has nothing to do with arguing against it.,NA,NA,NA,NA,1,7,3,2,3,4,4,NA,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_DoY8GV3p4U45Alz,,1,Practical Message,4,4,4,5,5,1,5,1,4,4,4,The statements are biased.,The statements are not based on facts.,The statements are not true.,The statements are unfounded.,The statements are ridiculous.,"The statements avoid the benefits, entirely.",1,1,1,1,1,1,1,1,1,1,1,77,Male,NA,1,NA,FALSE
R_2ElWEcvb1SwN7IR,,1,Practical Message,4,4,4,4,5,5,5,5,4,4,4,"favorable, auspicious, propitious mean pointing toward a happy outcome. favorable implies that the persons involved are approving or helpful or that the circumstances are advantageous.","oppose, combat, resist, withstand mean to set oneself against someone or something. oppose can apply to any conflict, from mere objection to bitter hostility or warfare",NA,NA,NA,NA,6,7,7,5,5,4,3,NA,NA,NA,NA,82,Male,NA,1,NA,TRUE
R_1LvwrEO8zgjzD2d,,1,Practical Message,4,4,4,4,2,2,4,2,2,3,3,"It will take time to change laws, but the benefits outweigh the costs.",Perhaps we should regulate alcohol and tobacco the same way marijuana is.,"You'll never be able to control the black market, but having a legal way to purchase it will bring revenue and hit the black market.",There won't be much of an additional cost to police.,NA,NA,2,7,5,2,4,1,1,1,1,NA,NA,35,Female,NA,1,NA,FALSE
R_1K8BtUTmVkq7yJB,,1,Practical Message,4,4,4,3,3,3,3,3,4,4,4,"While there were some valid points made, legalizing marijuana is something that is entirely beneficial for everyone. You're eliminating a lot of the crime associated with the drug itself.",Legalizing marijuana has many healthy implications. It can be used to help treat certain cancers and help out those who need it.,NA,NA,NA,NA,4,4,4,1,1,1,1,NA,NA,NA,NA,26,Male,NA,1,NA,FALSE
R_UsckKSzr9HYqKCB,,1,Practical Message,-2,-2,-2,3,4,1,3,3,-2,-2,-2,"I felt that the reasoning in the article didn't sway me. It was thought out and rational, but didn't include my reasons for not supporting marijuana legalization in my state.",The author did make me think about other concerns I hadn't considered before though.,NA,NA,NA,NA,5,3,7,5,4,2,2,NA,NA,NA,NA,36,Female,NA,1,NA,FALSE
R_3gYPHMGss50HIzC,,1,Practical Message,-1,-1,-1,3,4,1,4,2,-3,-3,-3,I agreed with the essay,I am against legalizing marijuana,I felt more strongly that I am against legalizing marijuana while reading the essay,The essay brought up good reasons against legalizing marijuana,I agree with the economic effects,I agree that regulation would be difficult,6,1,7,4,4,2,2,2,2,2,2,44,Female,NA,1,NA,FALSE
R_1Fx36vS8XnZXYk2,,1,Practical Message,4,4,4,5,4,2,5,4,3,4,3,"I thought that a lot of these arguments were biased and not necessarily complete--I would have like to see a counter-argument for several of the,.","I thought that some good points were made in this article--I do not know much about the economical consequences of legalized marijuana, and now I would like to.","I did not like the frequent mention of dependence, as marijuana is widely considered to not be at all physically dependent.","I wanted to see the source material for some of the stated opinions that were phrased like facts, especially the one about cognitive function in marijuana users.",I do not see how smuggling would be an issue if the drug were legal nation-wide.,NA,4,5,6,2,5,3,2,1,3,1,NA,21,Female,NA,1,NA,FALSE
R_2qazyuy4yyrQXuG,,-1,Moral Message,4,4,4,5,5,2,5,1,4,4,4,How ridiculous is this essay,A lot of misinformation here,Could the propaganda be anymore transparent,NA,NA,NA,1,5,7,2,3,1,1,1,NA,NA,NA,41,Male,NA,1,NA,FALSE
R_3JIXQ9Yn8S1em4A,,-1,Moral Message,-2,-2,-2,3,4,1,4,2,-2,-2,-2,I have similar concerns about the exploitation and greater availability legalization would have on adolescents.,"Additionally, I also worry about the increased incidents of driving under the influence that could occur with legalization.",NA,NA,NA,NA,3,3,4,2,2,2,2,NA,NA,NA,NA,28,Female,NA,1,NA,FALSE
R_10UkOiT3h6QmUmo,,-1,Moral Message,0,0,0,1,3,3,3,1,-4,-4,-4,marijuana is immoral,marijuana makes people dumb,almost nobody actually uses it for medical purposes,NA,NA,NA,6,5,6,2,2,2,2,2,NA,NA,NA,27,Male,NA,1,NA,FALSE
R_2X4ii5rhe4joutr,,-1,Moral Message,4,4,4,4,5,1,5,1,4,4,4,I felt dubious of the article's assertions.,I felt the article made unwarranted leaps of logic.,NA,NA,NA,NA,2,5,7,1,1,1,1,NA,NA,NA,NA,35,Male,NA,1,NA,FALSE
R_3P6uYMhAOpWJcHd,,1,Practical Message,3,4,3,5,5,1,4,1,3,4,3,"That argument was extremely weak and relied on to many ""maybes.""","It sounded a lot to me like the old ""reefer madness"" hysteria of yesteryear.",Human beings have the right to introduce whatever substance they want to their bodies. The government has not right to prevent that.,Millions or perhaps billions are wasted on enforcement and prosecution of marijuana cases every year.,Marijuana is no more harmful and is probably less harmful than alcohol and there seems to be no interest in banning that.,The argument was long on paranoia and short on facts.,1,2,5,4,5,1,1,1,1,1,1,60,Male,NA,1,NA,FALSE
R_3HAGbbC93UahzQm,,1,Practical Message,-2,-2,-2,4,5,2,4,1,-3,-3,-3,These arguments seem reasonable.,NA,NA,NA,NA,NA,6,2,7,5,2,2,NA,NA,NA,NA,NA,38,Female,NA,1,NA,FALSE
R_2aa9dBS6KWDY7pb,,1,Practical Message,4,4,4,3,4,1,4,1,4,4,4,I think their statistics were somewhat inflated.,I do believe that legalization will not cause as many social problems as they think.,NA,NA,NA,NA,2,3,6,4,4,1,1,NA,NA,NA,NA,69,Male,NA,1,NA,FALSE
R_270QEYbaFMqApU7,,-1,Moral Message,4,4,4,4,5,1,3,1,4,4,4,"The essay primarily makes a moral argument, however morality is an individual choice and not to be dictated by the government.",The essay falls down a slippery slope that legalizing marijuana will lead to impaired driving. However driving under the influence of marijuana is already illegal and no one is seeking to change that.,"The article states it wants to help minorities, however minorities are already heavily using marijuana, so legalizing it would be one less way to criminalize being a minority or in poverty.",All of the good we can do with the increased tax money from marijuana outweighs the downsides.,"People are already using marijuana, legalizing it will make it easier to regulate and make it safer.","The article also mentions marketing to children, this is already illegal for cigarettes and alcohol and it's reasonable to assume marijuana will follow suit.",3,7,1,1,5,1,1,1,1,1,1,26,Male,NA,1,NA,FALSE
R_1C3IpDwqDeNHe1y,,-1,Moral Message,3,4,4,4,1,1,4,3,3,4,4,"The person states that it marijuana legalization is a moral issue, not a practical one and argue that this is why no one should rush when it comes to legalizing it and take things slowly instead. However, I personally fail to see what difference that would make and in the end they offer no clear solution to any of the hypothetical issues raised.","Minorities and children are already at danger thanks to all the other, much more harmful drugs out there. If anything, I feel like legalizing marijuana would make the situation better, not worse.","I think the person tossed the part about the minorities for the sake of supporting their argument, not because they really care about them.","When a person decides to drive under influence they will do so one way or another. It's just a matter of whether they'll be high on weed, alcohol or something else. Despite the statistics provided I am not convinced that legalizing marijuana would lead to an increase of traffic incidents or incidents of other kind.",NA,NA,3,7,1,2,2,3,1,4,1,NA,NA,21,Female,NA,1,NA,FALSE
R_24urSrwlSxYxztT,,1,Practical Message,4,4,4,4,4,1,4,2,4,4,4,Canada hasn't had enough time to judge the impact it's only been a month,There is no data supporting their claims,Comparing alcohol to cannabis is nonsensical,Cannabis is a benign substance,Cannabis has been the cause of  0 deaths,Cannabis is not physically addicitive,1,2,7,2,1,3,3,3,1,1,1,45,Male,NA,1,NA,FALSE
R_2b1PlQ3EdR9S1A3,,-1,Moral Message,2,2,0,4,2,4,3,3,2,0,1,Just because something is legal doesn't mean that everyone should participate in it.,People are free to choose to partake in it or not.,If you have sound judgement then let that guide your decisions.,NA,NA,NA,4,5,3,4,4,3,3,3,NA,NA,NA,32,Male,NA,1,NA,FALSE
R_2zTK9dyOIBAukoB,,-1,Moral Message,4,4,4,4,4,3,3,1,4,4,4,"We have too many ""nanny"" laws. Adults can make decisions for themselves and children have adults to supervise them.","Adults have every right to grow a natural plant and do whatever they please with it, eat it, smoke it, make clothes from it. How can government outlaw nature?",NA,NA,NA,NA,1,6,2,1,1,1,1,NA,NA,NA,NA,48,Female,NA,1,NA,FALSE
R_3IXit32jfStKYgA,,-1,Moral Message,4,4,4,5,5,2,4,4,4,4,4,This person is closed minded.,None of these 'arguments' are anywhere near as bad as what is going on with legal substances such as alcohol and prescription drugs.,This person doesn't even weigh the positive factors of what marijuana can provide.,This person knows very little about Marijuana.,This information has no fact based sources or legitimate evidence to back up what they are claiming.,Does not mention the benefits at all of marijuana legalization on minorities.,1,1,1,2,2,4,2,2,2,2,2,30,Female,NA,1,NA,FALSE
R_28MN4vgVtCFRcbi,,1,Practical Message,4,4,4,5,5,1,5,5,4,4,4,This article is garbage.,Outdated info.,NA,NA,NA,NA,1,1,1,2,5,1,1,NA,NA,NA,NA,35,Female,NA,1,NA,FALSE
R_3NUlEB4McptBa5v,,-1,Moral Message,4,4,4,4,4,1,4,4,4,4,4,Drivers should not be allowed behind the wheel of they are high in marijuana.,"I think it is not going anywhere and has been in use for many years, why not try to control it with legalization.",NA,NA,NA,NA,4,5,5,2,3,1,1,NA,NA,NA,NA,52,Female,NA,1,NA,FALSE
R_3dPb7gzYbvLKGCB,,-1,Moral Message,2,0,1,3,3,1,3,4,0,1,1,"The counter-argument raised a good point about road safety, but I'd be curious to know where that data is coming from.","The counter-argument makes an assumption when they say ""we all know"" the effects of marijuana on babies. Where is the evidence?","Overall, the counter-argument was persuasive enough to damper my enthusiasm for marijuana legalization slightly.",NA,NA,NA,6,5,6,2,3,3,2,2,NA,NA,NA,31,Male,NA,1,NA,FALSE
R_10GFoaS8EmTvnUn,,-1,Moral Message,4,4,4,3,5,2,5,2,4,4,4,The notion that legalizing marijuana will somehow morally corrupt children is absurd.,"The idea that legalizing marijuana will unfairly hurt children, minorities and mentally ill is just a ploy to stop legalizing.",This sounded like an uneducated right wing Donald Trump supporter wrote this.,No mention of how much tax money legalizing marijuana can make for a state.,NA,NA,1,1,2,1,2,1,1,1,1,NA,NA,46,Female,NA,1,NA,FALSE
R_2YVzTpPD7E5dG63,,1,Practical Message,-2,-2,-2,4,3,2,2,2,-2,-2,-2,I was disappointed that the article didn't cite any sources,"If the article is factual, it would cause me to look more unfavorably on legalization",The article made claims that were difficult to verify,Some claims by the article seemed based on stereotypes,NA,NA,2,2,4,4,5,3,2,1,1,NA,NA,29,Male,NA,1,NA,FALSE
R_2ymupp8fnatvRpq,,-1,Moral Message,-3,-2,-2,2,2,2,3,2,-3,-2,-2,I am only in favor of it for medical purposes,I don't like that it is being legalized. I feel it is being done or tax benefits only,NA,NA,NA,NA,7,7,6,4,4,2,2,NA,NA,NA,NA,46,Female,NA,1,NA,FALSE
R_emR2FVEBLUyO5Db,,1,Practical Message,2,3,2,3,4,2,4,2,2,3,2,This person seems biased.,This person seems to have an agenda.,This person does not seem like me.,This person does not consider every argument.,NA,NA,4,2,6,4,4,1,1,4,1,NA,NA,28,Male,NA,1,NA,FALSE
R_1I6oreNKAHfYo8m,,-1,Moral Message,3,3,4,3,3,2,4,1,3,3,2,Interesting arguments,I am not sure I believe some of the statistics and 'facts',I don't believe it is very harmful,Legalization and regulation can help keep it away from kids,Adults should be able to decide whether to consume it,Black market drugs / criminals / violence / prison sentences are worse than any downsides of legalization,3,5,4,1,2,3,4,1,1,1,1,31,Male,NA,1,NA,FALSE
R_1QuBeKeFOI7vdI0,,1,Practical Message,-2,-2,-2,2,5,1,5,3,-3,-3,-3,Legalizing marijuana will cost us a lot of money. The tax benefits do not help.,Workplaces and the economy will suffer and workplace productivity will go down.,Trying to regulate the marijuana industry is going to be very difficult.,People smuggle marijuana across state lines.,There is a huge black market for marijuana still to deal with which makes regulation more difficult.,Marijuana legalization is a difficult and impractical process.,6,1,7,3,4,2,2,2,2,2,2,38,Female,NA,1,NA,FALSE
R_x9Iq5OOKxIgm2Cl,,1,Practical Message,3,3,3,3,4,1,4,3,3,3,3,This essay totally ignores the cost of imprisoning marijuana users for possession.,I think this is sensationalized.,"I don't like that they included to cost of alcohol and tobacco together - I would imagine that more dollars go towards tobacco use's side effects (e.g. COPD, lung cancer, etc.) than alcohol.",It is also not fair to say that marijuana legalization will increase overall marijuana use.,"Not fair to claim that legalizing marijuana will decrease worker productivity. More likely than not, people who would have their productivity impaired are already heavily using marijuana.",NA,2,2,6,1,2,1,3,4,1,1,NA,32,Female,NA,1,NA,FALSE
R_9t4TYgywDfnWd2N,,-1,Moral Message,2,2,1,3,3,1,3,2,2,2,2,Research,Accuracy,Counter argument,Alcohol,Tobacco,Taxes,4,6,6,2,4,3,3,1,1,1,1,45,Male,NA,1,NA,FALSE
R_sZFn3GkEiTNakzT,,-1,Moral Message,-2,-1,-2,2,2,1,2,1,-2,-2,-2,The addictive behavior as side effect from marijuana could give a negative impact to young generations.,marijuana should not be legalize,NA,NA,NA,NA,5,4,5,2,2,2,2,NA,NA,NA,NA,30,Male,NA,1,NA,FALSE
R_3sabVhANfm2l101,,-1,Moral Message,4,4,4,3,4,2,5,4,3,3,3,I felt the essay was very biased against legalization without addressing any benefits.,"Given a lot of the statistics and facts pointed out, I would have liked more information to back those up.",The article felt very emotionally driven instead of fact driven.,NA,NA,NA,5,6,3,2,3,2,3,3,NA,NA,NA,40,Female,NA,1,NA,FALSE
R_24x5pPtUpDzoVzy,,1,Practical Message,1,0,1,4,3,2,2,4,1,0,0,I agree that the biggest issue with legalizing marijuana is how quickly we are jumping to do it.,I was surprised to read about the costs associated with legalized marijuana,I don't buy that workplace efficiency will drop all that much.  I think users already use the drug and their efficiency is pretty much set.,NA,NA,NA,5,2,7,1,3,2,2,3,NA,NA,NA,37,Male,NA,1,NA,FALSE
R_22y1ExIstx7ybiC,,1,Practical Message,3,2,3,4,3,2,4,2,2,2,3,"Arguments made are pretty easily countered. For instance, problem of cross-state traffic is remedied by legalizing in all states.","Argument about economic and tax burden makes no sense. Tax dollars will be gained by legalization. Black market will disappear, so economy will gain.","Lost productivity could be an immediate issue, but is easily resolved by enforcing consequences if workers are 'stoned' on the job.",NA,NA,NA,2,2,7,1,3,1,1,3,NA,NA,NA,55,Female,NA,1,NA,FALSE
R_1rv5f4uw0HFCbKN,,1,Practical Message,4,4,4,5,5,1,4,3,4,4,4,Authors lists several studies but none are cited,Stupid idea that people will lose attention at Work considering people already are smoking,Arguments around more moral based than practical,Of course the whole market will not turn over to legal practices but its more naive to think there's an actual way of doing that in one go,NA,NA,2,3,5,1,2,4,1,1,1,NA,NA,27,Female,NA,1,NA,FALSE
R_1CaqhWQwOedrBqi,,1,Practical Message,2,2,2,1,4,1,4,1,-1,-1,-1,I didn't realize stop to consider that Marijuana use leads to less productivity,I didn't stop to realize all the real ramifications of the legalization of Marijuana,NA,Marijuana also leads to use of other drugs,NA,NA,7,1,7,5,5,3,3,NA,2,NA,NA,53,Female,NA,1,NA,FALSE
R_3DUMZOxueY4sH1n,,-1,Moral Message,4,4,4,5,4,3,5,1,4,4,4,"I believe the text I read is one sided. When talking about the effects legalization would have on minorities and low income population, the author chooses to ignore how the criminalization of marijuana has affected these groups in the past. The rate of incarceration of minority groups due to possession of an insignificant amount of pot is insane.","Marijuana has many medical benefits. I believe it would be immoral to deny epileptic children, veterans and many other people the opportunity to get better without heavy pharmaceutical narcotics.",NA,NA,NA,NA,1,7,1,3,3,1,1,NA,NA,NA,NA,31,Female,NA,1,NA,FALSE
R_DIidjSdQf9oL4Qh,,1,Practical Message,3,3,3,3,4,1,5,3,3,3,3,"I have always read that it is great for the state when it comes to money so I don't see how it comes at ""a great cost"".",NA,NA,NA,NA,NA,6,1,5,2,2,1,NA,NA,NA,NA,NA,26,Female,NA,1,NA,FALSE
R_e5VckkJOewFcGt3,,1,Practical Message,4,4,4,4,4,1,4,2,3,4,3,It's been legal in my state for 2 years. The black market is virtually gone.,It has generated millions in tax revenue.,It's just as easy to regulate as liquor is.,Just because it's legal doesn't mean a workplace can't have anti-drug use policies.,There has been no downside in my state that I can see.,NA,2,4,5,1,2,1,1,1,3,1,NA,50,Male,NA,1,NA,FALSE
R_cHn6hoOQv70NJdL,,-1,Moral Message,3,3,3,4,4,3,3,4,3,3,3,Not enough credit is given to users that will stay safe.,NA,NA,NA,NA,NA,4,5,3,1,2,1,NA,NA,NA,NA,NA,64,Female,NA,1,NA,FALSE
R_2uCIK7J6iVHvj2c,,-1,Moral Message,-4,-4,-4,5,4,1,3,1,-4,-4,-4,agree totally,it is a moral issue,will be more crime,NA,NA,NA,5,5,3,4,2,2,2,2,NA,NA,NA,39,Female,NA,1,NA,FALSE
R_2Tznhz8tMFBbiuh,,-1,Moral Message,1,0,1,2,3,1,4,1,1,0,1,I did not believe some of the arguments and facts.,I don't like the use of a moral argument to defend facts.,The article did not take into account the laws that would govern legalization.,I do agree that we will need to monitor the affects on driving legalization may have.,People are already smoking marijuana and our jails are too full of people that were not dealing.The article did not address the current problems.,NA,2,7,1,2,3,3,3,1,1,3,NA,61,Female,NA,1,NA,FALSE
R_1lc21gqdYuWm0QV,,1,Practical Message,4,4,4,2,4,2,4,2,3,2,2,The costs of turning marijuana into a legal business are nothing compared to the costs of incarcerated inmates on nonviolent drug charges. We should absolutely legalize.,Just because marijuana is legal doesn't mean people are going to be terrible employees. There are millions of people now that smoke marijuana and still function at their job.,NA,NA,NA,NA,4,2,7,2,2,1,1,NA,NA,NA,NA,21,Male,NA,1,NA,FALSE
R_333V2tvYtcQXSVe,,1,Practical Message,3,4,4,4,5,2,4,1,3,4,4,Will not be a financial drain.,Will produce a legal market if set up correctly and regulated.,Will not reduce employee production.,Does not undercut the economy.,NA,NA,2,2,5,2,4,1,1,1,1,NA,NA,58,Male,NA,1,NA,TRUE
R_tK6LB4lS9s8iRAB,,-1,Moral Message,-4,-4,-4,5,3,3,3,3,-4,-4,-4,I agreed with the essay.,I could tell they were heavily biased against its legalization.,I thought it was informative.,I found myself reading it and feeling similarly to the author.,NA,NA,6,6,6,5,4,2,2,2,2,NA,NA,19,Female,NA,1,NA,FALSE
R_1DSGtkDuEZL0YWk,,1,Practical Message,-4,-4,-4,5,5,1,5,4,-4,-4,-4,I agree with the arguments given in the article.,I think that legalizing marijuana will cause problems in work productivity and detrimental to people’s health.,It also will put unnecessary burden on states who haven’t legalized it when trying to enforce their law as people bring marijuana in from other states.,NA,NA,NA,7,4,7,5,5,2,2,2,NA,NA,NA,48,Female,NA,1,NA,FALSE
R_3Mse5HDjhsSCoyq,,1,Practical Message,4,4,3,4,4,3,5,3,4,4,3,"The effects of marijuana are mitigable and much shorter lasting than alcohol, a legal and more dangerous drug, so I can only imagine that people smoking rather than drinking would have a positive outcome for the workforce.",Comparing the tax intensive VS social spending on alcohol as if the two drugs are the same is a ridiculous argument.,"Your tight sense of practicality be damned, no one should be sitting behind bars today for owning or selling a bag of weed.",NA,NA,NA,2,4,6,2,2,1,3,1,NA,NA,NA,28,Male,NA,1,NA,FALSE
R_27dMZe8psoU1a0v,,1,Practical Message,2,2,2,4,4,2,4,3,2,2,2,Marijuana had many medicinal used that we need to utilize.,"If marijuana were taxed in some way, I think many more would want it legalized.",No one has ever died of an overdose of marijuana do it shouldn't be compared with alcohol or other addictive drugs.,There does need to be some way to monitor the amount used - especially while working.,NA,NA,5,1,7,2,2,1,1,1,2,NA,NA,53,Female,NA,1,NA,FALSE
R_2SpopwllYQt5sut,,1,Practical Message,-4,-4,-4,3,3,1,4,1,-4,-4,-4,It will reduce the quality of job performances,"It will be easy for teens to obtain, promoting a drug induced world",I have seen the effects of legalization and it was not pretty,"I only agree with medical marijuana use, the normal person should be under a doctors care if it is intended for pain management",our police and fire will be answering overdose calls and be taken away from their more important duties,it will be impossible to regulate usage,7,7,7,5,5,2,2,2,2,2,2,60,Female,NA,1,NA,FALSE
