article_id,journal_id,url_article,year,author,study,empirical,compare_group,type_group,name_group,scale,reflective,name_scale,type_scale,measure_scale,width_scale,no_items,power,n_rep,n1_rep,n2_rep,n3_rep,n4_rep,n5_rep,reltot,rel1,rel2,rel3,rel4,rel5,mitest_rep,mimethod_rep,miresult_rep,milevel_rep,comments,id,open_data,open_scale,open_group,n_res,n1_res,n2_res,n3_res,n4_res,n5_res,mitest,miresult,milevel,reproduced,comments
710,1,https://doi.org/10.1177%2F0956797619867939,2019,protzko,1,1,1,0,answering slowly and answering quickly,1,1,Social Desirability Scale,0,0,2,10,"""The sample size was determined a pri-ori to maximize power and not on the basis of any power analysis because the expected effect size was unknown.""",1500,NA,NA,,,,NA,NA,NA,,,,1,1,1,3,,1136,1,1,1,1500,759,741,,,,1,1,0,0,"raw data available on OSF. Results do not entirely match those reported by the authors. Specifically, the cfi highly deviates from that reported by the authors in all steps (authors: confcfi = 0.905, loadcfi = 0.905, intcfi = 0.901; reproduced: confcfi = 0.840, loadcfi = 0.838, intcfi = 0.827) and indicates that MI only holds at the loadings level (if configural invariance is ignored). The rmsea only slightly deviates (but does indicate that MI holds)."
711,1,https://doi.org/10.1177%2F0956797619834879,2019,Obaidi,7,1,1,0,Nations,1,1,Group-based relative deprivation,0,2,7,NA,0.74,1263,59,232,259,243,104,0.84,0.85,0.8,0.79,0.89,0.92,1,1,1,2,"Reported in Supplemement, Sample 6 N = 366 and alpha = .79",1146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"supplemental material mentions measurement invariance check, but data only contains sum scores, and the only correlations reported are those between factors, not between items. Not possible to do a MI test"
711,1,https://doi.org/10.1177%2F0956797619834879,2019,Obaidi,7,1,1,0,Nations,1,1,Muslim identification,1,2,7,NA,0.74,1263,59,232,259,243,104,0.88,0.91,0.92,0.9,0.94,0.72,1,1,1,2,Reported in Supplemement Sample 6 N = 366 and alpha = .9,1147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"supplemental material mentions measurement invariance check, but data only contains sum scores, and the only correlations reported are those between factors, not between items. Not possible to do a MI test"
711,1,https://doi.org/10.1177%2F0956797619834879,2019,Obaidi,7,1,1,0,Nations,1,1,Perceived injustice,0,2,7,NA,0.74,1263,59,232,259,243,104,0.83,0.86,0.87,0.88,0.89,0.89,1,1,1,2,Reported in Supplemement Sample 6 N = 366 and alpha = .6,1148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"supplemental material mentions measurement invariance check, but data only contains sum scores, and the only correlations reported are those between factors, not between items. Not possible to do a MI test"
711,1,https://doi.org/10.1177%2F0956797619834879,2019,Obaidi,7,1,1,0,Nations,1,1,Group-based anger,1,2,7,NA,0.74,1263,59,232,259,243,104,0.85,0.59,0.91,0.91,0.84,0.94,1,1,1,2,Reported in Supplemement Sample 6 N = 366 and alpha = .94,1149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"supplemental material mentions measurement invariance check, but data only contains sum scores, and the only correlations reported are those between factors, not between items. Not possible to do a MI test"
711,1,https://doi.org/10.1177%2F0956797619834879,2019,Obaidi,7,1,1,0,Nations,1,1,Violent Behavioral intentions,0,2,7,NA,0.74,1263,59,232,259,243,104,0.78,0.89,0.79,0.61,0.87,0.88,1,1,1,2,Reported in Supplemement Sample 6 N = 366 and alpha = .64,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"supplemental material mentions measurement invariance check, but data only contains sum scores, and the only correlations reported are those between factors, not between items. Not possible to do a MI test"
9,0,https://doi.org/10.1371/journal.pone.0194123,2018,leitner,1,1,1,0,black actors and white actors,1,1,perception of overall positivity,1,NA,NA,11,NA,143,NA,NA,,,,0.9,NA,NA,,,,0,,,,These first 3 lines are all pre-analysis checks,27,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"the article states ""Furthermore, we examined whether perceptions of overall positivity were equivalent for Black and White actors. Specifically, 143 separate participants from Mechanical Turk (86 males; Mage = 34.21, SDage = 10.67; 91 White, 52 non-White, 22 missing race data) viewed videos of each actor performing a scripted description of their professional qualifications. Participants then rated the degree to which the actor was intelligent, persuasive, confident, sincere, organized, attractive, likeable, articulate, comfortable, calm, and clear, which were averaged to yield a single measure of positivity α = .90. , but none of the variables in the dataset seem to correspond to these variables."". It seems that this is a different dataset that is not shared. "
9,0,https://doi.org/10.1371/journal.pone.0194123,2018,leitner,1,1,1,1,low and high self-disclosure,1,1,negative affect - post study,0,2,7,12,NA,143,NA,NA,,,,0.88,NA,NA,,,,0,,,,,28,1,1,1,155,75,80,,,,1,0,0,NA,raw data and code available on OSF
9,0,https://doi.org/10.1371/journal.pone.0194123,2018,leitner,1,1,1,0,black actors and white actors,1,1,negative affect - post study,0,2,7,12,NA,143,NA,NA,,,,0.88,NA,NA,,,,0,,,,,29,1,1,1,155,75,80,,,,1,0,0,NA,raw data and code available on OSF
9,0,https://doi.org/10.1371/journal.pone.0194123,2018,leitner,2,1,1,1,low and high self-disclosure,1,1,negative affect - post study,0,2,7,12,NA,144,NA,NA,,,,0.82,NA,NA,,,,0,,,,,33,1,1,1,144,72,72,,,,1,0,0,NA,raw data and code available on OSF
9,0,https://doi.org/10.1371/journal.pone.0194123,2018,leitner,2,1,1,0,black actors and white actors,1,1,negative affect - post study,0,2,7,12,NA,144,NA,NA,,,,0.82,NA,NA,,,,0,,,,,34,1,1,1,144,72,72,,,,1,0,0,NA,raw data and code available on OSF
18,0,https://doi.org/10.1371/journal.pone.0192276,2018,bisallah,1,1,1,1,control and intervention,1,1,TB knowledge,1,0,2,24,0.8,226,113,113,,,,0.847,NA,NA,,,,0,NA,NA,NA,,67,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"No raw data or correlations between variables shared. Data availability statement states: ""All relevant data are within the paper and its Supporting Information files.""."
18,0,https://doi.org/10.1371/journal.pone.0192276,2018,bisallah,1,1,1,1,control and intervention,1,1,TB attitude,1,1,5,9,0.8,226,113,113,,,,0.777,NA,NA,,,,0,NA,NA,NA,,68,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"No raw data or correlations between variables shared. Data availability statement states: ""All relevant data are within the paper and its Supporting Information files.""."
18,0,https://doi.org/10.1371/journal.pone.0192276,2018,bisallah,1,1,1,1,"baseline, immediate post intervention, three, six and nine months' post-intervention (5)",1,1,TB knowledge,1,0,2,24,0.8,226,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,0,NA,NA,NA,"Depression and anxiety appear to only be compared across control and experimental groups, not across time.",72,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"No raw data or correlations between variables shared. Data availability statement states: ""All relevant data are within the paper and its Supporting Information files.""."
18,0,https://doi.org/10.1371/journal.pone.0192276,2018,bisallah,1,1,1,1,"baseline, immediate post intervention, three, six and nine months' post-intervention (5)",1,1,TB attitude,1,1,5,9,0.8,226,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,0,NA,NA,NA,"Depression and anxiety appear to only be compared across control and experimental groups, not across time.",73,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"No raw data or correlations between variables shared. Data availability statement states: ""All relevant data are within the paper and its Supporting Information files.""."
20,0,https://doi.org/10.1371/journal.pone.0195982,2018,chang,1,1,1,0,Condom users,1,1,Self-efficacy,1,1,5,6,NA,248,119,129,,,,0.84,,,,,,0,,,,,78,1,0,1,NA,NA,NA,,,,NA,NA,NA,NA,"raw data shared in supplemental material, but only a mean self-efficacy score is given, which is then used the make a dichotomous self-efficacy variable. No separate items on self-efficacy shared, no correlations shared, so MI test impossible"
56,0,https://doi.org/10.1371/journal.pone.0202466,2018,AlMahmoud,1,1,1,0,Gender,1,1,Consent topics,1,2,9,9,NA,108,84,24,,,,0.915,,,,,,0,,,,"Not sure if it's existing or ad hoc measure. Some references exist but it is not clear whether the measure can be considered validated. Since we don't know, we coded all scales as NA.",135,1,1,1,108,84,24,,,,1,0,0,NA,raw data shared with supplemental material
56,0,https://doi.org/10.1371/journal.pone.0202466,2018,AlMahmoud,1,1,1,0,Gender,1,1,"Complex, ethical, social and philosophical issues",1,2,9,10,NA,108,84,24,,,,0.934,,,,,,0,,,,"Not sure if it's existing or ad hoc measure. Some references exist but it is not clear whether the measure can be considered validated. Since we don't know, we coded all scales as NA.",136,1,1,1,108,84,24,,,,1,0,0,NA,raw data shared with supplemental material
56,0,https://doi.org/10.1371/journal.pone.0202466,2018,AlMahmoud,1,1,1,0,Gender,1,1,Issues regarding care of vulnerable patiens,1,2,9,25,NA,108,84,24,,,,0.969,,,,,,0,,,,"Not sure if it's existing or ad hoc measure. Some references exist but it is not clear whether the measure can be considered validated. Since we don't know, we coded all scales as NA.",137,1,1,1,108,84,24,,,,1,0,0,NA,raw data shared with supplemental material
74,0,https://doi.org/10.1371/journal.pone.0205352,2018,Cardoso,1,1,1,1,A: cow housing pasture and presence of shade; B: cow housing pasture and absence of shade; C: cow housing indoors and presence of shade; D: cow housing indoors and absence of shade,1,1,Attitude towards scenario,1,1,5,3,NA,581,136,148,145,152,,0.95,,,,,,0,,,,,170,1,1,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,raw data shared with supplemental material
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Caregiver child communication scores,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.655,NA,NA,NA,,,0,NA,NA,NA,,357,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Childhood trauma scores,1,1,3,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.693,NA,NA,NA,,,0,NA,NA,NA,,358,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Bullying at school score,1,1,4,3,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.688,NA,NA,NA,,,0,NA,NA,NA,,359,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Communication with a girlfriend or boyfriend,1,1,4,3,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.713,NA,NA,NA,,,0,NA,NA,NA,,360,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Delinquency score,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.766,NA,NA,NA,,,0,NA,NA,NA,,361,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,boys: control and schools and families and schools,1,1,Learner measure: Gender attitudes score,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",1633,436,583,614,,,0.595,NA,NA,NA,,,0,NA,NA,NA,,363,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Caregiver child communication scores,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.678,NA,NA,NA,,,0,NA,NA,NA,,365,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Childhood trauma scores,1,1,3,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.628,NA,NA,NA,,,0,NA,NA,NA,,366,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Bullying at school score,1,1,4,3,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.675,NA,NA,NA,,,0,NA,NA,NA,,367,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Communication with a girlfriend or boyfriend,1,1,4,3,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.763,NA,NA,NA,,,0,NA,NA,NA,,368,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Delinquency score,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.684,NA,NA,NA,,,0,NA,NA,NA,,369,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,0,girls: control and schools and families and schools,1,1,Learner measure: Gender attitudes score,1,NA,NA,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",2124,595,772,757,,,0.552,NA,NA,NA,,,0,NA,NA,NA,,371,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Caregiver child communication scores,1,1,5,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.83,NA,NA,NA,NA,NA,0,NA,NA,NA,,372,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Knowledge of the child,1,1,4,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.85,NA,NA,NA,NA,NA,0,NA,NA,NA,,373,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Stress score,0,1,5,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.87,NA,NA,NA,NA,NA,0,NA,NA,NA,"This scale has a reference to another article without ""adapted from"".",374,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Positive parenting score,1,1,4,29,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.91,NA,NA,NA,NA,NA,0,NA,NA,NA,,375,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Negative parenting score,0,1,4,7,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.73,NA,NA,NA,NA,NA,0,NA,NA,NA,"This scale has a reference to another article without ""adapted from"".",376,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Childhood trauma score,1,1,4,8,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.56,NA,NA,NA,NA,NA,0,NA,NA,NA,,377,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Individual gender attitude score,1,1,4,9,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.79,NA,NA,NA,NA,NA,0,NA,NA,NA,,378,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Social norms on gender,1,1,4,9,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.88,NA,NA,NA,NA,NA,0,NA,NA,NA,,379,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,male caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: General health,1,0,2,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",124,124,73,111,103,124,0.89,NA,NA,NA,NA,NA,0,NA,NA,NA,,380,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,female caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Caregiver child communication scores,1,1,5,5,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",518,518,319,448,446,518,0.77,NA,NA,NA,NA,NA,0,NA,NA,NA,,382,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
123,0,https://doi.org/10.1371/journal.pone.0223562,2019,jewkes,1,1,1,1,female caregivers: baseline and round 2 and round 3 and round 4 and round 5,1,1,Caregiver measure: Knowledge of the child,1,1,4,13,"They state their study is very underpowered. The statement about power is: ""We anticipated 250 students per grade enrolling in the study and that allowed for about 20% loss to follow up, or fewer initially recruited. The sample size calculation required an estimate of k, the between cluster coefficient of variation of the outcome measure; we used k = 0.20. A sample size of 8 clusters per trial arm would then give more than 80% power to detect as statistically significant at the 5% level a 50% reduction in IPV incidence.""",518,518,319,448,446,518,0.87,NA,NA,NA,NA,NA,0,NA,NA,NA,,383,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,"data shared on website (http://medat.samrc.ac.za/index.php/catalog/35) but we are unable to download any raw data from this website, it seems like it is not available."
