article_id,article_id_recoded,journal_id,url_article,year,author,study,study_recoded,empirical,compare_group,type_group,name_group,scale,reflective,name_scale,type_scale,measure_scale,width_scale,width_scale_recoded,no_items,power,n_rep,n1_rep,n2_rep,n3_rep,n4_rep,n5_rep,reltot,rel1,rel2,rel3,rel4,rel5,mitest_rep,mimethod_rep,miresult_rep,milevel_rep,comments,id,open_data,open_scale,open_group,n_res,n1_res,n2_res,n3_res,n4_res,n5_res,mitest_step4,miresult_step4,milevel_step4,config_assumed,comments
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,age (60-64 and 65-69 and 770-74 and 75 and above),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,348,242,189,152,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,829,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,1,educational level (illertate and primary and middle and high and secondary and above),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,557,152,88,85,49,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,830,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,type of family (single member/nuclear family and extended family),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,94,837,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,831,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,marital status (never married and currently married),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,360,571,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,832,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,past occuption (home maker and govt/private services and business and labourer/others),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,276,309,145,201,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,833,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,economical dependency status (dependent and partially dependent and independent),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,232,448,251,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,834,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living children (no children and either son/daughter only and both son/daughter),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,12,182,737,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,835,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living status (living alone and living with spouse only and living with spouse and children or with son's family and living with daughter's family or distant relative or others),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,31,74,773,53,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,836,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,ownership of house (own house and rented house),1,1,WHODAS (disability) - quantile 2,0,,,,36,,931,882,49,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,837,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,male and female,1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,416,515,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,838,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,age (60-64 and 65-69 and 770-74 and 75 and above),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,348,242,189,152,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,839,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,1,educational level (illertate and primary and middle and high and secondary and above),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,557,152,88,85,49,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,840,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,type of family (single member/nuclear family and extended family),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,94,837,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,841,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,marital status (never married and currently married),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,360,571,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,842,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,past occuption (home maker and govt/private services and business and labourer/others),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,276,309,145,201,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,843,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,economical dependency status (dependent and partially dependent and independent),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,232,448,251,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,844,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living children (no children and either son/daughter only and both son/daughter),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,12,182,737,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,845,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living status (living alone and living with spouse only and living with spouse and children or with son's family and living with daughter's family or distant relative or others),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,31,74,773,53,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,846,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,ownership of house (own house and rented house),1,1,WHODAS (disability) - quantile 3,0,,,,36,,931,882,49,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,847,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,male and female,1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,416,515,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,848,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,age (60-64 and 65-69 and 770-74 and 75 and above),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,348,242,189,152,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,849,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,1,educational level (illertate and primary and middle and high and secondary and above),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,557,152,88,85,49,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,850,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,type of family (single member/nuclear family and extended family),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,94,837,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,851,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,marital status (never married and currently married),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,360,571,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,852,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,past occuption (home maker and govt/private services and business and labourer/others),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,276,309,145,201,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,853,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,economical dependency status (dependent and partially dependent and independent),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,232,448,251,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,854,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living children (no children and either son/daughter only and both son/daughter),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,12,182,737,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,855,0,NA,NA,NA,NA,NA,NA,,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,living status (living alone and living with spouse only and living with spouse and children or with son's family and living with daughter's family or distant relative or others),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,31,74,773,53,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,856,0,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,
199,199,0,https://doi.org/10.1371/journal.pone.0222992,2019,goswami,1,1,1,1,0,ownership of house (own house and rented house),1,1,WHODAS (disability) - quantile 4,0,,,,36,,931,882,49,,,,"0,94",,,,,,0,,,,they measure this scale; then divide it into quartiles,857,0,NA,NA,NA,NA,NA,,,,0,NA,NA,NA,
251,219,1,https://doi.org/10.1177%2F0956797619865183,2019,van dessel,1,1,1,1,1,counterattitudinal information and control information,1,1,explicit evaluation (IAT),0,2,9,9,4,The initial sample size was determined on the basis of an a priori power analysis indicating that power greater than .80 would be sufficient in Experiment 1 to detect an effect of similar magnitude to the results found by Gregg et al. (2006) and sufficient in Experiment 2 to detect an effect of similar magnitude to that observed in experiment 1.,60,60,,,,,"0,96",,,,,,0,,,,IAT,908,1,1,1,60,30,30,,,,1,1,2,0,
251,219,1,https://doi.org/10.1177%2F0956797619865183,2019,van dessel,2,2,1,1,1,time,1,1,explicit evaluation: three self-report items probing likability; friendliness; and trustworthiness,1,2,7,7,3,The initial sample size was determined on the basis of an a priori power analysis indicating that power greater than .80 would be sufficient in Experiment 1 to detect an effect of similar magnitude to the results found by Gregg et al. (2006) and sufficient in Experiment 2 to detect an effect of similar magnitude to that observed in experiment 1.,72,,,,,,"0,94",,,,,,0,,,,IAT,912,1,1,1,72,72,72,,,,1,1,3,1,
251,219,1,https://doi.org/10.1177%2F0956797619865183,2019,van dessel,2,2,1,1,1,hypnosis condition and relaxation condition at time 1,1,1,explicit evaluation: three self-report items probing likability; friendliness; and trustworthiness,1,2,7,7,3,The initial sample size was determined on the basis of an a priori power analysis indicating that power greater than .80 would be sufficient in Experiment 1 to detect an effect of similar magnitude to the results found by Gregg et al. (2006) and sufficient in Experiment 2 to detect an effect of similar magnitude to that observed in experiment 1.,72,,,,,,"0,94",,,,,,0,,,,IAT,913,1,1,1,72,36,36,,,,1,1,3,1,
251,219,1,https://doi.org/10.1177%2F0956797619865183,2019,van dessel,2,2,1,1,1,hypnosis condition and relaxation condition at time 2,1,1,explicit evaluation: three self-report items probing likability; friendliness; and trustworthiness,1,2,7,7,3,The initial sample size was determined on the basis of an a priori power analysis indicating that power greater than .80 would be sufficient in Experiment 1 to detect an effect of similar magnitude to the results found by Gregg et al. (2006) and sufficient in Experiment 2 to detect an effect of similar magnitude to that observed in experiment 1.,72,,,,,,"0,94",,,,,,0,,,,IAT,914,1,1,1,72,36,36,,,,1,1,3,1,
261,220,1,https://doi.org/10.1177%2F0956797619861429,2019,sellier,1,1,1,1,1,untrained controls and trained participants,1,1,Bias blind spot,0,,,,14,,290,108,182,,,,"0,81",,,,,,0,,,,CRT is another scale (cognitive response) but only included as a covariate.,915,1,1,1,245,133,112,,,,1,0,0,0,
261,220,1,https://doi.org/10.1177%2F0956797619861429,2019,sellier,1,1,1,1,1,untrained controls and trained participants,1,1,NED; correspondence bias,0,,,,10,,290,108,182,,,,"0,9",,,,,,0,,,,CRT is another scale (cognitive response) but only included as a covariate.,916,1,1,1,238,130,108,,,,1,0,0,0,
301,224,1,https://doi.org/10.1177%2F0956797619854706,2019,luttrell,1,1,1,1,1,message type (moral argument vs practical argument),1,1,postmessage attitudes (measures persuasiveness),1,2,9,9,3,"""or Study 1a; we did not have an a priori expectation about the target effect size; so we preregistered a target sample size of 200; which provided 80% power to detect an interaction effect (f2) as small as .04.""",415,,,,,,"0,97",,,,,,0,,,,only dependent measure that is a scale is postmessage attitude. Only grouping variables are message type; political orientation; and appeal,921,1,1,1,444,223,221,,,,1,1,2,1,
301,224,1,https://doi.org/10.1177%2F0956797619854706,2019,luttrell,1,1,1,1,1,political orientation (very liberal; somewhat liberal; neither; somewhat conservative; very conservative),1,1,postmessage attitudes (measures persuasiveness),1,2,9,9,3,"""or Study 1a; we did not have an a priori expectation about the target effect size; so we preregistered a target sample size of 200; which provided 80% power to detect an interaction effect (f2) as small as .04.""",415,,,,,,"0,97",,,,,,0,,,,only dependent measure that is a scale is postmessage attitude. Only grouping variables are message type; political orientation; and appeal,922,1,1,1,443,85,148,98,94,18,1,1,1,1,
301,224,1,https://doi.org/10.1177%2F0956797619854706,2019,luttrell,2,2,1,1,1,moral or a practical appeal,1,1,postmessage attitudes (measures persuasiveness),1,2,9,9,3,"""In a priori power analysis showed that 396 participants provided 80% power to find the effect size of the Moral Attitude Basis × Message Type inter-action in Study 1; so we aimed to have about 400 partici-pants for Study 2 after implementing necessary exclusions.""",415,,,,,,"0,97",,,,,,0,,,,only dependent measure that is a scale is postmessage attitude. Only grouping variables are message type; political orientation; and appeal,923,1,1,1,502,253,249,,,,1,1,3,1,
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Punishment,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,993,1,1,1,201,107,94,,,,1,1,3,1,r 1
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Abortion,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,994,1,1,1,197,104,93,,,,1,1,3,1,r 2
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Gun,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,995,1,1,1,207,120,87,,,,1,1,3,1,r 3
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Animal,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,996,1,1,1,201,106,95,,,,1,1,3,1,r 4
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Physician,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,997,1,1,1,196,116,80,,,,1,1,3,1,r 5
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived Integrity - Overall Scale,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,998,1,1,1,1002,506,496,,,,1,1,3,1,r 6
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Punishment,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,999,1,1,1,200,106,94,,,,1,1,3,1,r 7
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Abortion,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1000,1,1,1,197,104,93,,,,1,1,2,1,r 8
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Gun,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1001,1,1,1,207,120,87,,,,1,1,2,1,r 9
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Animal,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1002,1,1,1,201,106,95,,,,1,1,1,1,r 10
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Physician,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1003,1,1,1,196,116,80,,,,1,1,2,1,r 11
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence - Overall Scale,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1004,1,1,1,1001,505,496,,,,1,1,2,1,r 12
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Punishment,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1005,1,1,1,201,104,97,,,,1,1,3,1,r 13
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Abortion,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1006,1,1,1,198,96,102,,,,1,1,3,1,r 14
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Gun,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1007,1,1,1,207,107,100,,,,1,1,2,1,r 15
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Animal,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1008,1,1,1,202,113,89,,,,1,1,3,1,r 16
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Physician,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1009,1,1,1,196,87,109,,,,1,1,3,1,r 17
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived Integrity - Overall Scale,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,83",,,,,,0,,,,,1010,1,1,1,1004,504,500,,,,1,1,1,1,r 18
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Punishment,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1011,1,1,1,200,103,97,,,,1,1,3,1,r 19
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Abortion,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1012,1,1,1,198,96,102,,,,1,1,3,1,r 20
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Gun,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1013,1,1,1,207,107,100,,,,1,1,3,1,r 21
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Animal,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1014,1,1,1,202,113,89,,,,1,1,3,1,r 22
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Physician,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1015,1,1,1,196,87,109,,,,1,1,3,1,r 23
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,1,1,1,1,1,target caring: high; low,1,1,Perceived benevolence - Overall Scale,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,1007,,,,,,"0,82",,,,,,0,,,,,1016,1,1,1,1003,503,500,,,,1,1,3,1,r 24
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,3a+3b,3,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived integrity-based trust,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,842,,,,,,"0,85",,,,,,0,,,,"""Results from Studies 3a and 3b are pooled and reported below including dummy codes for each study.""",1018,1,1,1,1194,523,671,,,,1,1,1,1,r 25
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,3a+3b,3,1,1,1,target caring: high; low,1,1,Perceived integrity-based trust,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,842,,,,,,"0,85",,,,,,0,,,,"""Results from Studies 3a and 3b are pooled and reported below including dummy codes for each study.""",1019,1,1,1,1194,592,602,,,,1,1,1,1,r 26
481,244,1,https://doi.org/10.1177%2F0956797619837948,2019,Zlatev,3a+3b,3,1,1,1,participant–target agreement: agree; disagree,1,1,Perceived benevolence-based trust,1,2,7,7,3,"""Following recent recommendations; I included at least 50 participants per condition in all studies reported here (Simmons; Nelson; & Simonsohn; 2013) and at least 100 participants per condition when examining interactions (Simmons; Nelson; & Simonsohn; 2018). """,842,,,,,,"0,85",,,,,,0,,,,"""Results from Studies 3a and 3b are pooled and reported below including dummy codes for each study.""",1020,1,1,1,1194,526,668,,,,1,1,1,1,r 27
